dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,cross_street,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3
100108533,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0330,01,Central,0138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218 2004,28,M,H,102,SIDEWALK,IC,Invest Cont,230,300    OMAR                         AV,34.0467,-118.2411,,212,BOTTLE,,
100108536,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1045,01,Central,0138,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51,M,O,210,RESTAURANT/FAST FOOD,IC,Invest Cont,440,300 E  2ND                          ST,34.0493,-118.2418,,,,,
100108537,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0100,01,Central,0111,1,761,BRANDISH WEAPON,0334,25,M,H,102,SIDEWALK,IC,Invest Cont,761,800 N  BROADWAY,34.0623,-118.2383,,102,HAND GUN,,
100108539,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,2240,01,Central,0192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,1300 S  HOPE                         ST,34.0395,-118.2656,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108541,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0545,01,Central,0138,1,310,BURGLARY,0344 1402 1607,61,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,300 S  LOS ANGELES                  ST,34.0485,-118.2447,,,,,
100108547,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1215,01,Central,0151,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0305 0408 0416 2000,32,M,B,102,SIDEWALK,IC,Invest Cont,626,7TH,34.0499,-118.2614,FIGUEROA,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108548,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1040,01,Central,0163,1,210,ROBBERY,0104 0344 0431 0601,44,M,A,406,OTHER STORE,IC,Invest Cont,210,700 S  BROADWAY,34.0452,-118.2534,,512,MACE/PEPPER SPRAY,,
100108549,2010-03-29T00:00:00.000,2010-03-24T00:00:00.000,1500,01,Central,0132,1,330,BURGLARY FROM VEHICLE,0344 1300,27,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,200 S  GRAND                        AV,34.0545,-118.2499,,,,,
100108551,2010-03-29T00:00:00.000,2010-03-28T00:00:00.000,1800,01,Central,0105,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,56,F,H,101,STREET,IC,Invest Cont,331,1000 N  BROADWAY,34.0668,-118.2359,,,,,
100108552,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0001,01,Central,0139,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,MERRICK,34.0431,-118.2344,TRACTION,,,,
100108553,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0445,01,Central,0158,1,210,ROBBERY,0334 0344 0906 1017,46,M,H,128,BUS STOP/LAYOVER (ALSO QUERY 124),IC,Invest Cont,210,6TH,34.0403,-118.2421,STANFORD,219,SCREWDRIVER,,
100108555,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,0920,01,Central,0119,2,888,TRESPASSING,0601,21,F,H,129,"TERMINAL, OTHER THAN MTA",IC,Invest Cont,888,800 N  ALAMEDA                      ST,34.0563,-118.2374,,,,,
100108558,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1620,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0408 1300 2000,23,F,H,301,GAS STATION,IC,Invest Cont,624,900 N  HILL                         ST,34.0644,-118.2387,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108559,2010-03-29T00:00:00.000,2010-03-26T00:00:00.000,0410,01,Central,0142,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,341,600 W  5TH                          ST,34.0502,-118.2540,,,,,
100108565,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1315,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,23,F,H,404,DEPARTMENT STORE,IC,Invest Cont,341,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108566,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1315,01,Central,0162,1,210,ROBBERY,0344 0400 0601,23,M,B,404,DEPARTMENT STORE,IC,Invest Cont,210,700 W  7TH                          ST,34.0480,-118.2577,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108573,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1930,01,Central,0101,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,626,1200    ELYSIAN PARK                 AV,34.0724,-118.2486,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108574,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,1100,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,900    FIGUEROA                     TR,34.0663,-118.2441,,,,,
100108576,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1645,01,Central,0185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,58,M,O,101,STREET,IC,Invest Cont,341,1000 S  LOS ANGELES                  ST,34.0396,-118.2558,,,,,
100108577,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1400,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,40,M,B,102,SIDEWALK,IC,Invest Cont,624,SAN PEDRO                    ST,34.0407,-118.2468,7TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108579,2010-03-29T00:00:00.000,2010-03-26T00:00:00.000,1655,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,31,M,O,203,OTHER BUSINESS,IC,Invest Cont,341,600 W  8TH                          ST,34.0459,-118.2579,,,,,
100108580,2010-03-25T00:00:00.000,2010-03-04T00:00:00.000,1300,01,Central,0139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,100 S  ALAMEDA                      ST,34.0490,-118.2381,,,,,
100108581,2010-03-24T00:00:00.000,2010-03-22T00:00:00.000,2100,01,Central,0153,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,35,F,W,108,PARKING LOT,IC,Invest Cont,420,500 S  SPRING                       ST,34.0474,-118.2496,,,,,
100108583,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,1840,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,F,H,203,OTHER BUSINESS,IC,Invest Cont,440,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108590,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,1400,01,Central,0185,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,OLYMPIC,34.0416,-118.2584,HILL,,,,
100108591,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,2320,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,0416,22,M,B,710,OTHER PREMISE,AO,Adult Other,624,1100 S  FIGUEROA                     ST,34.0437,-118.2652,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108592,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,2200,01,Central,0105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,400    SOLANO                       AV,34.0710,-118.2302,,,,,
100108593,2010-03-30T00:00:00.000,2010-03-27T00:00:00.000,2300,01,Central,0128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,JUDGE JOHN ALISO,34.0498,-118.2400,TEMPLE                       ST,,,,
100108595,2010-03-30T00:00:00.000,2010-03-18T00:00:00.000,1800,01,Central,0122,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,946,500 W  TEMPLE                       ST,34.0573,-118.2455,,,,,
100108598,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,1500,01,Central,0176,1,210,ROBBERY,0337 0344,44,M,H,101,STREET,IC,Invest Cont,210,7TH,34.0412,-118.2474,WALL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108599,2010-03-30T00:00:00.000,2010-03-26T00:00:00.000,1430,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,39,M,W,710,OTHER PREMISE,AO,Adult Other,624,500    SAN JULIAN                   ST,34.0446,-118.2450,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108601,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,0600,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,47,M,B,101,STREET,IC,Invest Cont,624,5TH,34.0454,-118.2466,MAPLE                        AV,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108602,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,1800,01,Central,0157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,20,M,B,710,OTHER PREMISE,IC,Invest Cont,341,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,,,,
100108606,2010-03-30T00:00:00.000,2010-03-28T00:00:00.000,1200,01,Central,0154,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,6TH,34.0446,-118.2490,MAIN                         ST,,,,
100108607,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,1210,01,Central,0128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,27,M,O,210,RESTAURANT/FAST FOOD,IC,Invest Cont,341,100    JAPANESE VILLAGE PLAZA,34.0494,-118.2395,,,,,
100108612,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,0005,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,400 W  OLYMPIC                      BL,34.0423,-118.2595,,,,,
100108613,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,1330,01,Central,0155,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0432 0906 1402,27,M,O,101,STREET,AA,Adult Arrest,930,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,207,OTHER KNIFE,998,
100108614,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,0700,01,Central,0166,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33,M,O,710,OTHER PREMISE,AA,Adult Arrest,341,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,,,,
100108615,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,1405,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,24,F,H,404,DEPARTMENT STORE,IC,Invest Cont,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108616,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,1650,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0419,24,F,H,203,OTHER BUSINESS,AO,Adult Other,624,200 W  6TH                          ST,34.0460,-118.2509,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108617,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,0715,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,M,O,727,SHOPPING MALL (COMMON AREA),IC,Invest Cont,341,500 S  FLOWER                       ST,34.0516,-118.2561,,,,,
100108620,2010-03-30T00:00:00.000,2010-03-30T00:00:00.000,1600,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0400 1212,27,M,H,203,OTHER BUSINESS,IC,Invest Cont,624,600 W  7TH                          ST,34.0473,-118.2566,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108621,2010-03-30T00:00:00.000,2010-03-29T00:00:00.000,1610,01,Central,0122,2,624,BATTERY - SIMPLE ASSAULT,0400,43,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",AA,Adult Arrest,624,100 N  HILL                         ST,34.0544,-118.2466,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108622,2010-03-30T00:00:00.000,2010-03-25T00:00:00.000,1000,01,Central,0154,2,354,THEFT OF IDENTITY,0377,33,F,O,602,BANK,IC,Invest Cont,354,8TH,34.0332,-118.2428,CENTRAL,,,,
100108625,2010-03-29T00:00:00.000,2010-03-29T00:00:00.000,2115,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,0416,39,F,H,741,STAPLES CENTER *,AO,Adult Other,624,1100 S  FIGUEROA                     ST,34.0437,-118.2652,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108626,2010-03-31T00:00:00.000,2010-03-30T00:00:00.000,2100,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,58,M,B,503,HOTEL,AA,Adult Arrest,230,200 W  6TH                          ST,34.0460,-118.2509,,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108628,2010-03-31T00:00:00.000,2010-03-30T00:00:00.000,1630,01,Central,0111,1,220,ATTEMPTED ROBBERY,0344 0416,22,M,H,728,ELEVATOR,IC,Invest Cont,220,600 N  HILL                         PL,34.0599,-118.2426,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108633,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1030,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400,57,F,H,102,SIDEWALK,IC,Invest Cont,624,6TH                          ST,34.0423,-118.2452,SAN JULIAN                   ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108635,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1045,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400,32,F,B,102,SIDEWALK,IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108636,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1045,01,Central,0111,1,210,ROBBERY,0344,30,M,A,108,PARKING LOT,IC,Invest Cont,210,700 N  HILL                         ST,34.0607,-118.2405,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108637,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,0905,01,Central,0159,2,888,TRESPASSING,,45,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888,1800    INDUSTRIAL                   ST,34.0359,-118.2344,,,,,
100108638,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1200,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0906,41,M,B,101,STREET,AA,Adult Arrest,230,6TH                          ST,34.0423,-118.2452,SAN PEDRO                    ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108639,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1200,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400,26,F,B,101,STREET,IC,Invest Cont,230,6TH                          ST,34.0423,-118.2452,SAN PEDRO                    ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108641,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1030,01,Central,0153,1,210,ROBBERY,0344,0,M,H,203,OTHER BUSINESS,AO,Adult Other,210,500 S  SPRING                       ST,34.0474,-118.2496,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108643,2010-03-31T00:00:00.000,2010-03-30T00:00:00.000,2230,01,Central,0155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,46,F,W,102,SIDEWALK,IC,Invest Cont,230,LOS ANGELES                  ST,34.0461,-118.2476,5TH                          ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108647,2010-03-31T00:00:00.000,2010-03-17T00:00:00.000,0130,01,Central,0182,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0917,33,F,H,101,STREET,IC,Invest Cont,930,1000 S  FLOWER                       ST,34.0444,-118.2628,,511,VERBAL THREAT,,
100108649,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1215,01,Central,0185,1,210,ROBBERY,0344 0416 0601,25,M,H,405,CLOTHING STORE,IC,Invest Cont,210,1100 S  LOS ANGELES                  ST,34.0384,-118.2571,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108651,2010-03-31T00:00:00.000,2010-03-24T00:00:00.000,1100,01,Central,0101,2,354,THEFT OF IDENTITY,0377 0914,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,900    NEW DEPOT                    ST,34.0652,-118.2451,,,,,
100108657,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1440,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,1402,0,M,W,101,STREET,IC,Invest Cont,946,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,,,998,
100108659,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1835,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,208,AUTO SALES LOT,IC,Invest Cont,510,1600 S  FIGUEROA                     ST,34.0375,-118.2700,,,,,
100108665,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1215,01,Central,0111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0917,55,F,A,203,OTHER BUSINESS,IC,Invest Cont,341,600 W  COLLEGE                      ST,34.0649,-118.2399,,,,,
100108666,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1540,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1302,47,F,A,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,3RD,34.0455,-118.2381,ALAMEDA,,,,
100108668,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,1730,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0601,23,M,B,404,DEPARTMENT STORE,AA,Adult Arrest,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108673,2010-03-31T00:00:00.000,2010-03-30T00:00:00.000,2300,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,1600 S  FIGUEROA                     ST,34.0375,-118.2700,,,,,
100108674,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,0730,01,Central,0138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,35,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,300 S  ALAMEDA                      ST,34.0455,-118.2381,,,,,
100108681,2010-03-31T00:00:00.000,2010-03-16T00:00:00.000,1700,01,Central,0162,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,23,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,331,9TH,34.0462,-118.2628,FIGUEROA,,,,
100108682,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,0005,01,Central,0164,1,251,SHOTS FIRED AT INHABITED DWELLING,1100,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251,600 S  MAIN                         ST,34.0453,-118.2499,,109,SEMI-AUTOMATIC PISTOL,,
100108686,2010-04-01T00:00:00.000,2010-03-31T00:00:00.000,1920,01,Central,0118,2,624,BATTERY - SIMPLE ASSAULT,0416 0419,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,200    BLOOM                        ST,34.0643,-118.2299,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108687,2010-04-01T00:00:00.000,2010-03-31T00:00:00.000,2100,01,Central,0182,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,41,F,H,101,STREET,IC,Invest Cont,745,HOPE,34.0437,-118.2617,OLYMPIC,,,,
100108689,2010-04-01T00:00:00.000,2010-03-10T00:00:00.000,0600,01,Central,0132,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,800 W  1ST                          ST,34.0571,-118.2509,,,,,
100108690,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,0725,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400,38,F,H,101,STREET,IC,Invest Cont,624,6TH                          ST,34.0423,-118.2452,SAN JULIAN                   ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108692,2010-04-01T00:00:00.000,2010-03-29T00:00:00.000,1200,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,1400 S  GRAND                        AV,34.0372,-118.2654,,,,,
100108696,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,0220,01,Central,0151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,M,H,108,PARKING LOT,IC,Invest Cont,440,900    WILSHIRE                     BL,34.0501,-118.2592,,,,,
100108699,2010-04-01T00:00:00.000,2010-03-15T00:00:00.000,0800,01,Central,0181,1,510,VEHICLE - STOLEN,,0,,,710,OTHER PREMISE,IC,Invest Cont,510,1200 S  FIGUEROA                     ST,34.0423,-118.2666,,,,,
100108701,2010-04-01T00:00:00.000,2010-03-30T00:00:00.000,0900,01,Central,0161,1,330,BURGLARY FROM VEHICLE,0344 1609,61,M,W,108,PARKING LOT,IC,Invest Cont,330,900 W  8TH                          ST,34.0479,-118.2612,,,,,
100108706,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,1120,01,Central,0124,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,18,F,H,102,SIDEWALK,IC,Invest Cont,626,1ST                          ST,34.0530,-118.2444,SPRING                       ST,,,,
100108714,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,1450,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,45,F,W,101,STREET,IC,Invest Cont,624,6TH                          ST,34.0423,-118.2452,SAN JULIAN                   ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108721,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,1600,01,Central,0135,1,350,"THEFT, PERSON",0344 0400,43,F,B,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,350,200 S  LOS ANGELES                  ST,34.0503,-118.2433,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108722,2010-04-01T00:00:00.000,2010-03-19T00:00:00.000,1700,01,Central,0118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0432 0906,33,F,B,109,PARK/PLAYGROUND,IC,Invest Cont,930,200    LEROY                        ST,34.0649,-118.2289,,102,HAND GUN,,
100108723,2010-04-01T00:00:00.000,2010-03-31T00:00:00.000,1900,01,Central,0133,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,34,M,H,702,OFFICE BUILDING/OFFICE,IC,Invest Cont,341,300 W  2ND                          ST,34.0524,-118.2467,,,,,
100108742,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,1720,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,H,738,LIBRARY,AA,Adult Arrest,440,600 W  5TH                          ST,34.0502,-118.2540,,,,,
100108743,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,2230,01,Central,0159,1,310,BURGLARY,1251,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,600    MATEO                        ST,34.0381,-118.2327,,,,,
100108744,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,1905,01,Central,0128,2,624,BATTERY - SIMPLE ASSAULT,0429,27,F,W,203,OTHER BUSINESS,IC,Invest Cont,624,200 E  1ST                          ST,34.0515,-118.2424,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108745,2010-04-02T00:00:00.000,2010-04-01T00:00:00.000,2020,01,Central,0181,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,741,STAPLES CENTER *,IC,Invest Cont,946,11TH,34.0442,-118.2680,FIGUEROA,,,,
100108746,2010-04-02T00:00:00.000,2010-04-02T00:00:00.000,0001,01,Central,0162,2,946,OTHER MISCELLANEOUS CRIME,,40,M,W,101,STREET,IC,Invest Cont,946,8TH,34.0459,-118.2579,GRAND,,,,
100108749,2010-04-02T00:00:00.000,2010-03-31T00:00:00.000,0430,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,51,M,B,101,STREET,IC,Invest Cont,624,ALAMEDA                      ST,34.0433,-118.2381,4TH                          ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108751,2010-04-02T00:00:00.000,2010-04-01T00:00:00.000,2230,01,Central,0155,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,33,F,H,102,SIDEWALK,IC,Invest Cont,930,SAN PEDRO                    ST,34.0423,-118.2452,6TH                          ST,,,,
100108758,2010-04-02T00:00:00.000,2010-04-02T00:00:00.000,0050,01,Central,0153,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0417 0421 0432 0917,27,M,H,102,SIDEWALK,IC,Invest Cont,930,500 S  SPRING                       ST,34.0474,-118.2496,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108761,2010-04-02T00:00:00.000,2010-03-19T00:00:00.000,0700,01,Central,0185,1,310,BURGLARY,0344 1251 1605,20,M,H,504,OTHER RESIDENCE,IC,Invest Cont,310,1100 S  BROADWAY,34.0396,-118.2590,,,,,
